,% of FGA by Distance/0-3,% of FGA by Distance/10-16,% of FGA by Distance/16-3pt,% of FGA by Distance/2P,% of FGA by Distance/3-10,% of FGA by Distance/3P,Cornder/3P%,Corner/%3PA,Corner/3P%,Dunks/%FGA,Dunks/Md.,FG% by Distance/0-3,FG% by Distance/10-16,FG% by Distance/16-3pt,FG% by Distance/2P,FG% by Distance/3-10,FG% by Distance/3P,Heaves/Att.,Heaves/Md.,Unnamed: 0_level_1/Season,Unnamed: 1_level_1/Age,Unnamed: 21_level_1/%Ast'd,Unnamed: 24_level_1/%Ast'd,Unnamed: 24_level_1/Ast'd,Unnamed: 2_level_1/Tm,Unnamed: 3_level_1/Lg,Unnamed: 4_level_1/Pos,Unnamed: 5_level_1/G,Unnamed: 6_level_1/MP,Unnamed: 7_level_1/FG%,Unnamed: 8_level_1/Dist.
0,0.188,0.313,0.188,0.688,0.0,0.313,,0.2,0.0,0.0,0.0,0.0,0.4,0.33299999999999996,0.273,,0.2,0.0,0.0,2005-06,23.0,0.33299999999999996,0.0,,DET,NBA,SG,5.0,35.0,0.25,16.1
1,0.22399999999999998,0.11800000000000001,0.32899999999999996,0.737,0.066,0.263,,0.45,0.222,0.013000000000000001,0.0,0.294,0.556,0.44,0.41100000000000003,0.4,0.35,0.0,0.0,2008-09,26.0,0.478,0.7140000000000001,,TOT,NBA,SG,25.0,199.0,0.395,14.7
2,0.091,0.091,0.364,0.636,0.091,0.364,,0.5,0.0,0.0,0.0,1.0,0.0,0.75,0.5710000000000001,0.0,0.0,0.0,0.0,2008-09,26.0,0.5,,,DET,NBA,SG,7.0,20.0,0.364,17.8
3,0.24600000000000002,0.12300000000000001,0.32299999999999995,0.754,0.062,0.24600000000000002,,0.43799999999999994,0.28600000000000003,0.015,0.0,0.25,0.625,0.381,0.38799999999999996,0.5,0.43799999999999994,0.0,0.0,2008-09,26.0,0.474,0.7140000000000001,,LAC,NBA,SG,18.0,179.0,0.4,14.1
4,0.573,0.053,0.267,0.973,0.08,0.027000000000000003,,0.5,1.0,0.267,19.0,0.6509999999999999,0.5,0.4,0.562,0.5,0.5,0.0,0.0,2012-13,22.0,0.732,1.0,,TOR,NBA,PF,29.0,342.0,0.56,7.9
5,0.461,0.05,0.163,0.894,0.22,0.106,,0.667,0.3,0.191,25.0,0.6,0.429,0.348,0.49200000000000005,0.387,0.267,0.0,0.0,2013-14,23.0,0.6940000000000001,1.0,,TOT,NBA,SF,63.0,847.0,0.46799999999999997,8.1
6,0.35700000000000004,0.0,0.214,0.643,0.071,0.35700000000000004,,0.4,0.5,0.14300000000000002,2.0,0.6,,0.0,0.444,1.0,0.4,0.0,0.0,2013-14,23.0,0.75,1.0,,TOR,NBA,SF,7.0,61.0,0.429,14.1
7,0.47200000000000003,0.055,0.157,0.9209999999999999,0.23600000000000002,0.079,,0.8,0.25,0.19699999999999998,23.0,0.6,0.429,0.4,0.496,0.36700000000000005,0.2,0.0,0.0,2013-14,23.0,0.69,1.0,,SAC,NBA,SF,56.0,786.0,0.47200000000000003,7.5
8,0.29600000000000004,0.133,0.29600000000000004,0.8190000000000001,0.094,0.18100000000000002,,0.38299999999999995,0.261,0.106,33.0,0.6729999999999999,0.409,0.37799999999999995,0.494,0.419,0.3,1.0,0.0,2014-15,24.0,0.7240000000000001,1.0,,NYK,NBA,PF,68.0,1287.0,0.45899999999999996,12.8
9,0.45799999999999996,0.037000000000000005,0.154,0.7709999999999999,0.121,0.22899999999999998,,0.34700000000000003,0.529,0.215,43.0,0.735,0.5,0.424,0.606,0.385,0.38799999999999996,0.0,0.0,2015-16,25.0,0.71,0.9470000000000001,,SAC,NBA,PF,59.0,876.0,0.556,9.7
10,0.265,0.076,0.059000000000000004,0.47100000000000003,0.065,0.529,,0.278,0.36,0.035,6.0,0.489,0.308,0.4,0.413,0.273,0.41100000000000003,1.0,0.0,2016-17,26.0,0.727,0.973,,TOT,NBA,PF,38.0,558.0,0.41200000000000003,16.2
11,0.235,0.059000000000000004,0.11800000000000001,0.588,0.11800000000000001,0.41200000000000003,,0.28600000000000003,0.5,0.11800000000000001,2.0,0.5,1.0,0.0,0.4,0.5,0.14300000000000002,0.0,0.0,2016-17,26.0,0.75,1.0,,DAL,NBA,PF,6.0,48.0,0.294,15.4
12,0.268,0.078,0.052000000000000005,0.45799999999999996,0.059000000000000004,0.542,,0.27699999999999997,0.348,0.026000000000000002,4.0,0.488,0.25,0.5,0.414,0.222,0.434,1.0,0.0,2016-17,26.0,0.7240000000000001,0.972,,BRK,NBA,PF,32.0,510.0,0.425,16.3
13,0.115,0.025,0.033,0.2,0.027000000000000003,0.8,,0.305,0.40399999999999997,0.036000000000000004,9.0,0.5,0.33299999999999996,0.33299999999999996,0.384,0.0,0.349,0.0,0.0,2017-18,27.0,0.857,0.99,,BRK,NBA,PF,70.0,1359.0,0.35600000000000004,20.7
14,0.111,0.055999999999999994,0.0,0.16699999999999998,0.0,0.833,,0.33299999999999996,0.2,0.0,0.0,1.0,0.0,,0.667,,0.133,0.0,0.0,2018-19,28.0,1.0,1.0,,PHO,NBA,PF,10.0,123.0,0.222,21.7
15,0.6809999999999999,0.07400000000000001,0.17800000000000002,0.993,0.059000000000000004,0.006999999999999999,,0.0,,0.111,15.0,0.652,0.3,0.5,0.56,0.0,0.0,0.0,0.0,2006-07,22.0,0.747,,,NJN,NBA,SG,61.0,495.0,0.556,5.1
16,0.462,0.154,0.231,1.0,0.154,0.0,,,,0.077,1.0,0.33299999999999996,0.0,0.667,0.308,0.0,,0.0,0.0,2008-09,24.0,0.5,,,TOR,NBA,SG,12.0,52.0,0.308,7.8
17,0.11800000000000001,0.073,0.055,0.327,0.08199999999999999,0.6729999999999999,,0.149,0.182,0.0,0.0,0.5379999999999999,0.25,0.5,0.361,0.111,0.33799999999999997,1.0,0.0,2018-19,22.0,0.231,0.84,,ATL,NBA,PG,34.0,428.0,0.345,20.2
18,0.267,0.081,0.18600000000000003,0.7090000000000001,0.174,0.29100000000000004,,0.36,0.222,0.0,0.0,0.565,0.7140000000000001,0.188,0.41,0.267,0.4,0.0,0.0,2014-15,20.0,0.6,0.9,,MEM,NBA,SG,30.0,248.0,0.40700000000000003,13.1
19,0.33299999999999996,0.5,0.0,0.833,0.0,0.16699999999999998,,0.0,,0.0,0.0,0.5,0.33299999999999996,,0.4,,0.0,0.0,0.0,2015-16,21.0,0.5,,,MEM,NBA,SG,2.0,15.0,0.33299999999999996,10.8
20,0.659,0.043,0.005,1.0,0.292,0.0,,,,0.162,26.0,0.615,0.25,0.0,0.503,0.29600000000000004,,0.0,0.0,2013-14,20.0,0.613,,,OKC,NBA,C,81.0,1197.0,0.503,3.2
21,0.599,0.038,0.003,0.995,0.35600000000000004,0.005,,0.0,,0.213,72.0,0.644,0.33299999999999996,0.0,0.547,0.408,0.0,1.0,0.0,2014-15,21.0,0.65,,,OKC,NBA,C,70.0,1771.0,0.544,3.3
22,0.721,0.016,0.005,1.0,0.258,0.0,,,,0.27699999999999997,101.0,0.655,0.5710000000000001,0.5,0.613,0.5,,0.0,0.0,2015-16,22.0,0.762,,,OKC,NBA,C,80.0,2014.0,0.613,2.2
23,0.557,0.046,0.005,0.998,0.38799999999999996,0.002,,0.0,,0.198,112.0,0.655,0.36700000000000005,0.0,0.5720000000000001,0.488,0.0,1.0,0.0,2016-17,23.0,0.6679999999999999,,,OKC,NBA,C,80.0,2389.0,0.5710000000000001,3.7
24,0.708,0.052000000000000005,0.004,0.997,0.233,0.003,,0.0,,0.242,150.0,0.688,0.514,0.0,0.631,0.494,0.0,2.0,0.0,2017-18,24.0,0.69,,,OKC,NBA,C,76.0,2487.0,0.629,2.6
25,0.645,0.057999999999999996,0.0,0.998,0.294,0.002,,0.0,,0.19,131.0,0.667,0.511,,0.596,0.45799999999999996,0.0,2.0,0.0,2018-19,25.0,0.642,,,OKC,NBA,C,80.0,2669.0,0.595,3.5
26,0.53,0.07200000000000001,0.002,0.993,0.38799999999999996,0.006999999999999999,,0.33299999999999996,0.0,0.18100000000000002,74.0,0.745,0.563,1.0,0.593,0.39,0.33299999999999996,1.0,1.0,2019-20,26.0,0.67,1.0,,OKC,NBA,C,58.0,1564.0,0.591,4.3
27,0.295,0.12300000000000001,0.35200000000000004,0.836,0.066,0.16399999999999998,,0.0,,0.008,1.0,0.33299999999999996,0.467,0.488,0.402,0.125,0.4,0.0,0.0,1996-97,32.0,0.8290000000000001,1.0,,CHH,NBA,SF,41.0,355.0,0.402,12.3
28,0.624,0.08199999999999999,0.040999999999999995,0.9790000000000001,0.23199999999999998,0.021,,0.0,,0.294,91.0,0.642,0.321,0.214,0.523,0.32899999999999996,0.0,4.0,0.0,2017-18,20.0,0.701,,,MIA,NBA,C,69.0,1368.0,0.512,4.3
29,0.5720000000000001,0.121,0.033,0.9690000000000001,0.243,0.031,,0.267,0.0,0.257,117.0,0.716,0.373,0.43799999999999994,0.588,0.415,0.2,2.0,0.0,2018-19,21.0,0.7,0.667,,MIA,NBA,C,82.0,1913.0,0.5760000000000001,5.2
30,0.483,0.149,0.047,0.982,0.303,0.018000000000000002,,0.615,0.125,0.22399999999999998,146.0,0.735,0.42100000000000004,0.235,0.5760000000000001,0.45399999999999996,0.077,1.0,0.0,2019-20,22.0,0.7170000000000001,1.0,,MIA,NBA,PF,65.0,2235.0,0.5670000000000001,5.7
31,0.139,0.111,0.027999999999999997,0.361,0.083,0.639,,0.217,0.2,0.0,0.0,0.4,0.25,1.0,0.385,0.33299999999999996,0.261,0.0,0.0,2018-19,21.0,0.6,1.0,,CLE,NBA,SF,19.0,194.0,0.306,19.2
32,0.574,0.09300000000000001,0.019,1.0,0.315,0.0,,,,0.09300000000000001,5.0,0.581,0.0,1.0,0.426,0.235,,0.0,0.0,2010-11,24.0,0.696,,,GSW,NBA,PF,23.0,196.0,0.426,4.3
33,0.313,0.125,0.25,1.0,0.313,0.0,,,,0.125,1.0,0.6,1.0,0.25,0.43799999999999994,0.2,,0.0,0.0,2011-12,25.0,0.429,,,HOU,NBA,PF,8.0,63.0,0.43799999999999994,8.4
34,0.363,0.14300000000000002,0.27399999999999997,0.988,0.20800000000000002,0.012,,0.0,,0.065,8.0,0.508,0.41700000000000004,0.348,0.434,0.429,0.0,1.0,0.0,2012-13,26.0,0.639,,,CHA,NBA,PF,52.0,713.0,0.429,9.0
35,0.56,0.098,0.12,1.0,0.222,0.0,,,,0.109,27.0,0.617,0.33299999999999996,0.39399999999999996,0.52,0.426,,0.0,0.0,2013-14,27.0,0.643,,,TOT,NBA,PF,53.0,961.0,0.52,5.5
36,0.825,0.1,0.0,1.0,0.075,0.0,,,,0.075,3.0,0.5760000000000001,0.25,,0.55,0.667,,0.0,0.0,2013-14,27.0,0.545,,,CHA,NBA,PF,25.0,256.0,0.55,3.0
37,0.515,0.098,0.14,1.0,0.247,0.0,,,,0.115,24.0,0.628,0.348,0.39399999999999996,0.515,0.414,,0.0,0.0,2013-14,27.0,0.6609999999999999,,,MIL,NBA,PF,28.0,705.0,0.515,5.9
38,0.523,0.114,0.114,1.0,0.25,0.0,,,,0.068,2.0,0.522,0.4,0.4,0.43200000000000005,0.273,,0.0,0.0,2014-15,28.0,0.632,,,MIN,NBA,PF,17.0,215.0,0.43200000000000005,5.3
39,0.332,0.129,0.28600000000000003,0.8009999999999999,0.054000000000000006,0.19899999999999998,,0.45799999999999996,0.091,0.008,2.0,0.525,0.419,0.435,0.461,0.308,0.20800000000000002,1.0,0.0,2007-08,22.0,0.652,0.8,,DET,NBA,SG,75.0,970.0,0.41100000000000003,12.7
40,0.24,0.07,0.31,0.643,0.023,0.35700000000000004,,0.654,0.429,0.003,1.0,0.625,0.33299999999999996,0.355,0.456,0.429,0.402,0.0,0.0,2008-09,23.0,0.534,0.93,,DET,NBA,SG,74.0,1234.0,0.43700000000000006,15.8
41,0.258,0.079,0.18100000000000002,0.574,0.055999999999999994,0.426,,0.562,0.436,0.012,6.0,0.55,0.391,0.48100000000000004,0.488,0.364,0.434,0.0,0.0,2009-10,24.0,0.5429999999999999,0.972,,DEN,NBA,SG,82.0,2221.0,0.465,15.3
42,0.24100000000000002,0.077,0.155,0.604,0.132,0.396,,0.581,0.451,0.002,1.0,0.662,0.5,0.41200000000000003,0.546,0.518,0.423,1.0,0.0,2010-11,25.0,0.565,1.0,,DEN,NBA,SG,69.0,2324.0,0.498,14.8
43,0.272,0.107,0.163,0.684,0.142,0.316,,0.493,0.45,0.009000000000000001,6.0,0.684,0.373,0.447,0.504,0.32299999999999995,0.39799999999999996,0.0,0.0,2011-12,26.0,0.6890000000000001,0.966,,DEN,NBA,SG,62.0,2086.0,0.47100000000000003,13.5
44,0.175,0.20199999999999999,0.23,0.735,0.128,0.265,,0.304,0.43799999999999994,0.006,4.0,0.6459999999999999,0.49700000000000005,0.40399999999999997,0.489,0.414,0.3,0.0,0.0,2012-13,27.0,0.486,0.958,,ORL,NBA,SF,64.0,2307.0,0.439,14.8
45,0.157,0.161,0.304,0.703,0.081,0.297,,0.3,0.489,0.002,2.0,0.591,0.509,0.42,0.473,0.366,0.42700000000000005,2.0,0.0,2013-14,28.0,0.53,0.883,,ORL,NBA,SG,73.0,2552.0,0.45899999999999996,16.1
46,0.124,0.161,0.20199999999999999,0.623,0.136,0.377,,0.387,0.341,0.0,0.0,0.573,0.486,0.447,0.466,0.375,0.354,0.0,0.0,2014-15,29.0,0.5489999999999999,0.958,,TOT,NBA,SG,78.0,2502.0,0.424,16.3
47,0.11699999999999999,0.17,0.195,0.63,0.14800000000000002,0.37,,0.38299999999999995,0.355,0.0,0.0,0.5710000000000001,0.5,0.5,0.48100000000000004,0.361,0.337,0.0,0.0,2014-15,29.0,0.5429999999999999,0.976,,DEN,NBA,SG,53.0,1750.0,0.428,16.2
48,0.145,0.132,0.225,0.604,0.10099999999999999,0.396,,0.4,0.306,0.0,0.0,0.5760000000000001,0.433,0.314,0.423,0.435,0.4,0.0,0.0,2014-15,29.0,0.569,0.917,,POR,NBA,SG,25.0,752.0,0.414,16.7
49,0.115,0.193,0.217,0.7020000000000001,0.17800000000000002,0.298,,0.424,0.446,0.003,2.0,0.609,0.455,0.41600000000000004,0.469,0.45799999999999996,0.382,0.0,0.0,2015-16,30.0,0.49,0.912,,NYK,NBA,SG,71.0,2371.0,0.44299999999999995,14.8
50,0.1,0.18600000000000003,0.23600000000000002,0.64,0.11699999999999999,0.36,,0.384,0.517,0.002,1.0,0.5710000000000001,0.449,0.424,0.457,0.449,0.41100000000000003,1.0,0.0,2016-17,31.0,0.504,0.968,,SAC,NBA,SG,61.0,1580.0,0.44,16.8
51,0.09300000000000001,0.154,0.198,0.568,0.12300000000000001,0.43200000000000005,,0.414,0.276,0.0,0.0,0.733,0.36,0.281,0.413,0.45,0.386,0.0,0.0,2017-18,32.0,0.632,0.9259999999999999,,ORL,NBA,SG,53.0,682.0,0.401,17.1
52,0.35700000000000004,0.071,0.314,0.7859999999999999,0.043,0.214,,0.2,0.0,0.057,2.0,0.28,0.0,0.409,0.309,0.33299999999999996,0.33299999999999996,0.0,0.0,2006-07,22.0,0.235,0.4,,DAL,NBA,SG,32.0,214.0,0.314,12.8
53,0.33799999999999997,0.046,0.262,0.708,0.062,0.292,,0.21100000000000002,0.25,0.077,5.0,0.455,0.0,0.41200000000000003,0.391,0.25,0.158,0.0,0.0,2007-08,23.0,0.722,1.0,,TOT,NBA,SG,26.0,165.0,0.32299999999999995,13.7
54,0.29600000000000004,0.111,0.222,0.7040000000000001,0.07400000000000001,0.29600000000000004,,0.0,,0.07400000000000001,2.0,0.375,0.0,0.16699999999999998,0.263,0.5,0.0,0.0,0.0,2007-08,23.0,0.8,,,DAL,NBA,SG,12.0,77.0,0.185,13.9
55,0.368,0.0,0.289,0.711,0.053,0.289,,0.364,0.25,0.079,3.0,0.5,,0.545,0.48100000000000004,0.0,0.273,0.0,0.0,2007-08,23.0,0.6920000000000001,1.0,,NJN,NBA,SG,14.0,88.0,0.42100000000000004,13.6
56,0.442,0.047,0.349,0.86,0.023,0.14,,0.0,,0.047,1.0,0.632,0.0,0.2,0.405,0.0,0.0,0.0,0.0,2008-09,24.0,0.467,,,NJN,NBA,SG,20.0,97.0,0.349,11.2
57,0.182,0.0,0.182,0.636,0.273,0.364,,0.0,,0.0,0.0,1.0,,0.5,0.429,0.0,0.75,1.0,1.0,2010-11,26.0,0.0,0.33299999999999996,,MIN,NBA,SG,4.0,29.0,0.545,16.5
58,0.14,0.08800000000000001,0.105,0.40399999999999997,0.07,0.596,,0.235,0.375,0.0,0.0,0.25,0.2,0.0,0.217,0.5,0.294,0.0,0.0,2007-08,23.0,0.2,1.0,,MIA,NBA,PG,12.0,177.0,0.263,18.6
59,0.16699999999999998,0.0,0.0,0.33299999999999996,0.16699999999999998,0.667,,0.25,1.0,0.0,0.0,0.0,,,0.0,0.0,0.5,0.0,0.0,2008-09,24.0,,1.0,,SAS,NBA,PG,3.0,19.0,0.33299999999999996,18.5
60,0.0,0.214,0.14300000000000002,0.35700000000000004,0.0,0.643,,0.556,0.0,0.0,0.0,,0.33299999999999996,0.5,0.4,,0.222,0.0,0.0,2011-12,27.0,0.5,0.5,,UTA,NBA,PG,4.0,30.0,0.28600000000000003,21.0
61,0.0,0.0,0.5,0.5,0.0,0.5,,0.0,,0.0,0.0,,,0.5,0.5,,0.5,0.0,0.0,2012-13,26.0,0.0,1.0,,DAL,NBA,PG,3.0,9.0,0.5,24.0
62,0.133,0.33299999999999996,0.133,1.0,0.4,0.0,,,,0.133,2.0,1.0,0.0,0.0,0.2,0.16699999999999998,,0.0,0.0,2010-11,22.0,0.0,,,TOR,NBA,C,12.0,59.0,0.2,9.0
63,0.528,0.278,0.083,1.0,0.111,0.0,,,,0.222,6.0,0.579,0.2,0.0,0.361,0.0,,0.0,0.0,2011-12,23.0,0.462,,,TOR,NBA,C,14.0,122.0,0.361,6.8
64,0.628,0.013000000000000001,0.128,0.9359999999999999,0.16699999999999998,0.064,,0.0,,0.128,10.0,0.6940000000000001,1.0,0.3,0.5479999999999999,0.154,0.0,0.0,0.0,2014-15,23.0,0.45,,,PHI,NBA,PF,41.0,540.0,0.513,5.9
65,0.4,0.0,0.0,1.0,0.6,0.0,,,,0.33299999999999996,5.0,1.0,,,0.5329999999999999,0.222,,0.0,0.0,2010-11,22.0,0.375,,,OKC,NBA,C,18.0,142.0,0.5329999999999999,3.8
66,0.5479999999999999,0.024,0.0,1.0,0.429,0.0,,,,0.33299999999999996,13.0,0.696,0.0,,0.524,0.33299999999999996,,0.0,0.0,2011-12,23.0,0.773,,,OKC,NBA,C,26.0,173.0,0.524,3.6
67,0.55,0.013000000000000001,0.0,1.0,0.43799999999999994,0.0,,,,0.25,16.0,0.682,1.0,,0.55,0.371,,0.0,0.0,2012-13,24.0,0.636,,,TOT,NBA,C,45.0,388.0,0.55,3.7
68,0.512,0.023,0.0,1.0,0.465,0.0,,,,0.256,8.0,0.636,1.0,,0.535,0.4,,0.0,0.0,2012-13,24.0,0.7829999999999999,,,HOU,NBA,C,30.0,213.0,0.535,4.2
69,0.595,0.0,0.0,1.0,0.405,0.0,,,,0.243,8.0,0.727,,,0.568,0.33299999999999996,,0.0,0.0,2012-13,24.0,0.47600000000000003,,,SAC,NBA,C,15.0,175.0,0.568,3.0
70,0.49200000000000005,0.0,0.0,1.0,0.508,0.0,,,,0.131,7.0,0.633,,,0.541,0.452,,0.0,0.0,2013-14,25.0,0.545,,,NYK,NBA,C,46.0,330.0,0.541,3.4
71,0.349,0.06,0.006999999999999999,1.0,0.5710000000000001,0.0,,,,0.09300000000000001,26.0,0.695,0.33299999999999996,0.0,0.478,0.366,,0.0,0.0,2014-15,26.0,0.653,,,NYK,NBA,C,61.0,976.0,0.478,4.7
72,0.56,0.013000000000000001,0.0,1.0,0.42700000000000005,0.0,,,,0.09300000000000001,17.0,0.667,0.0,,0.596,0.521,,0.0,0.0,2015-16,27.0,0.7759999999999999,,,LAC,NBA,C,60.0,800.0,0.596,2.8
73,0.581,0.012,0.0,1.0,0.40700000000000003,0.0,,,,0.128,11.0,0.64,0.0,,0.523,0.371,,0.0,0.0,2016-17,28.0,0.733,,,MIN,NBA,C,62.0,531.0,0.523,3.0
74,0.5329999999999999,0.0,0.0,1.0,0.467,0.0,,,,0.067,1.0,0.25,,,0.33299999999999996,0.429,,0.0,0.0,2017-18,29.0,0.8,,,MIN,NBA,C,21.0,49.0,0.33299999999999996,3.2
75,0.36700000000000005,0.19399999999999998,0.305,0.996,0.129,0.004,,0.0,,0.121,52.0,0.71,0.312,0.39,0.505,0.484,0.0,0.0,0.0,2006-07,21.0,0.68,,,POR,NBA,C,63.0,1392.0,0.503,9.3
76,0.19699999999999998,0.218,0.308,0.9940000000000001,0.272,0.006,,0.14300000000000002,0.0,0.079,86.0,0.693,0.44299999999999995,0.40299999999999997,0.486,0.46299999999999997,0.14300000000000002,2.0,0.0,2007-08,22.0,0.645,1.0,,POR,NBA,PF,76.0,2649.0,0.484,10.9
77,0.245,0.179,0.34299999999999997,0.977,0.21100000000000002,0.023,,0.643,0.389,0.098,108.0,0.6709999999999999,0.42200000000000004,0.418,0.489,0.45,0.25,3.0,0.0,2008-09,23.0,0.5670000000000001,1.0,,POR,NBA,PF,81.0,3004.0,0.484,11.0
78,0.247,0.21,0.314,0.986,0.215,0.013999999999999999,,0.375,0.667,0.078,87.0,0.716,0.431,0.409,0.498,0.442,0.313,3.0,0.0,2009-10,24.0,0.57,1.0,,POR,NBA,PF,78.0,2922.0,0.495,10.8
79,0.32,0.155,0.23800000000000002,0.9840000000000001,0.271,0.016,,0.217,0.0,0.11699999999999999,148.0,0.7040000000000001,0.402,0.42700000000000005,0.505,0.397,0.174,4.0,0.0,2010-11,25.0,0.546,0.75,,POR,NBA,PF,81.0,3211.0,0.5,9.3
80,0.281,0.205,0.32,0.988,0.182,0.012,,0.364,0.0,0.062,54.0,0.687,0.40399999999999997,0.434,0.516,0.523,0.182,1.0,0.0,2011-12,26.0,0.536,0.5,,POR,NBA,PF,55.0,1994.0,0.512,10.6
81,0.215,0.19699999999999998,0.385,0.9890000000000001,0.192,0.011000000000000001,,0.28600000000000003,0.25,0.047,56.0,0.6940000000000001,0.43799999999999994,0.418,0.488,0.447,0.14300000000000002,1.0,0.0,2012-13,27.0,0.542,0.5,,POR,NBA,PF,74.0,2790.0,0.484,11.7
82,0.18600000000000003,0.226,0.415,0.9890000000000001,0.162,0.011000000000000001,,0.067,0.0,0.027000000000000003,36.0,0.675,0.38799999999999996,0.442,0.461,0.364,0.2,1.0,0.0,2013-14,28.0,0.599,0.667,,POR,NBA,PF,69.0,2498.0,0.45799999999999996,12.5
83,0.192,0.20600000000000002,0.365,0.9259999999999999,0.16399999999999998,0.07400000000000001,,0.295,0.355,0.02,27.0,0.701,0.392,0.415,0.475,0.44799999999999995,0.35200000000000004,1.0,0.0,2014-15,29.0,0.46799999999999997,0.919,,POR,NBA,PF,71.0,2512.0,0.466,12.8
84,0.27899999999999997,0.21100000000000002,0.303,0.985,0.191,0.015,,0.5,0.0,0.047,47.0,0.733,0.42700000000000005,0.426,0.521,0.465,0.0,0.0,0.0,2015-16,30.0,0.66,,,SAS,NBA,PF,74.0,2261.0,0.513,10.0
85,0.222,0.20199999999999999,0.32799999999999996,0.9470000000000001,0.19399999999999998,0.053,,0.41100000000000003,0.435,0.040999999999999995,37.0,0.7,0.387,0.424,0.48,0.42200000000000004,0.41100000000000003,0.0,0.0,2016-17,31.0,0.5770000000000001,0.9570000000000001,,SAS,NBA,PF,72.0,2335.0,0.47700000000000004,11.8
86,0.275,0.256,0.18899999999999997,0.932,0.212,0.068,,0.163,0.467,0.036000000000000004,46.0,0.735,0.43799999999999994,0.431,0.526,0.446,0.293,1.0,0.0,2017-18,32.0,0.502,0.963,,SAS,NBA,C,75.0,2509.0,0.51,9.8
87,0.27,0.252,0.201,0.968,0.24600000000000002,0.032,,0.095,0.25,0.042,51.0,0.716,0.43700000000000006,0.442,0.528,0.485,0.23800000000000002,0.0,0.0,2018-19,33.0,0.588,0.9,,SAS,NBA,C,81.0,2687.0,0.519,9.7
88,0.20199999999999999,0.22699999999999998,0.245,0.802,0.129,0.198,,0.185,0.379,0.044000000000000004,31.0,0.7190000000000001,0.461,0.433,0.519,0.47100000000000003,0.389,1.0,0.0,2019-20,34.0,0.5670000000000001,0.951,,SAS,NBA,C,53.0,1754.0,0.493,13.7
89,0.4,0.1,0.2,1.0,0.3,0.0,,,,0.2,2.0,1.0,0.0,0.5,0.5,0.0,,0.0,0.0,2015-16,20.0,0.4,,,POR,NBA,PF,8.0,36.0,0.5,7.4
90,0.22399999999999998,0.055,0.159,0.486,0.047,0.514,,0.048,0.5,0.006,3.0,0.418,0.185,0.462,0.42,0.565,0.373,0.0,0.0,1996-97,23.0,0.33,0.574,,SAS,NBA,PG,80.0,1454.0,0.396,16.2
91,0.145,0.075,0.3,0.56,0.04,0.44,,0.11900000000000001,0.28600000000000003,0.013000000000000001,5.0,0.621,0.33299999999999996,0.45,0.469,0.313,0.375,0.0,0.0,1997-98,24.0,0.305,0.7120000000000001,,TOT,NBA,PG,60.0,1298.0,0.428,18.0
92,0.11699999999999999,0.09699999999999999,0.29,0.5589999999999999,0.055,0.441,,0.109,0.28600000000000003,0.006999999999999999,1.0,0.765,0.429,0.452,0.494,0.25,0.313,0.0,0.0,1997-98,24.0,0.25,0.7,,SAS,NBA,PG,37.0,501.0,0.414,18.0
93,0.161,0.063,0.306,0.561,0.031,0.439,,0.125,0.28600000000000003,0.016,4.0,0.561,0.25,0.449,0.455,0.375,0.41100000000000003,0.0,0.0,1997-98,24.0,0.33799999999999997,0.7170000000000001,,DEN,NBA,PG,23.0,797.0,0.435,18.0
94,0.127,0.10800000000000001,0.258,0.596,0.10400000000000001,0.40399999999999997,,0.105,0.455,0.0,0.0,0.455,0.39299999999999996,0.373,0.43200000000000005,0.593,0.28600000000000003,0.0,0.0,1998-99,25.0,0.254,0.733,,DEN,NBA,PG,36.0,778.0,0.373,17.2
95,0.235,0.092,0.204,0.643,0.11199999999999999,0.35700000000000004,,0.171,0.16699999999999998,0.01,1.0,0.522,0.111,0.2,0.302,0.182,0.257,0.0,0.0,1999-00,26.0,0.21100000000000002,0.667,,DEN,NBA,PG,29.0,329.0,0.28600000000000003,14.7
96,0.161,0.14300000000000002,0.33899999999999997,0.7140000000000001,0.071,0.28600000000000003,,0.125,0.0,0.0,0.0,0.222,0.25,0.368,0.35,0.75,0.25,1.0,0.0,2000-01,27.0,0.28600000000000003,1.0,,ORL,NBA,PG,26.0,227.0,0.321,16.8
97,0.204,0.163,0.204,0.612,0.040999999999999995,0.38799999999999996,,0.053,1.0,0.0,0.0,0.5,0.25,0.1,0.267,0.0,0.42100000000000004,0.0,0.0,2004-05,31.0,0.25,1.0,,CHA,NBA,SG,16.0,201.0,0.327,16.4
98,0.22399999999999998,0.055,0.159,0.486,0.047,0.514,,0.048,0.5,0.006,3.0,0.418,0.185,0.462,0.42,0.565,0.373,0.0,0.0,1996-97,23.0,0.33,0.574,,SAS,NBA,PG,80.0,1454.0,0.396,16.2
99,0.145,0.075,0.3,0.56,0.04,0.44,,0.11900000000000001,0.28600000000000003,0.013000000000000001,5.0,0.621,0.33299999999999996,0.45,0.469,0.313,0.375,0.0,0.0,1997-98,24.0,0.305,0.7120000000000001,,TOT,NBA,PG,60.0,1298.0,0.428,18.0
100,0.11699999999999999,0.09699999999999999,0.29,0.5589999999999999,0.055,0.441,,0.109,0.28600000000000003,0.006999999999999999,1.0,0.765,0.429,0.452,0.494,0.25,0.313,0.0,0.0,1997-98,24.0,0.25,0.7,,SAS,NBA,PG,37.0,501.0,0.414,18.0
