,Season,Pos,%2PA,%0-3A,%3-10A,%10-16A,%16-3ptA,%3PA,2P%,0-3%,3-10%,10-16%,16-3pt%,3P%,MPG
3208,14,5,0.994,0.321,0.29600000000000004,0.111,0.265,0.006,0.493,0.67,0.451,0.386,0.371,0.0,29.16216216216216
3209,15,5,0.991,0.35,0.358,0.138,0.14400000000000002,0.009000000000000001,0.514,0.7140000000000001,0.454,0.327,0.35600000000000004,0.28600000000000003,28.92207792207792
3210,16,5,0.995,0.324,0.406,0.08800000000000001,0.179,0.005,0.49,0.6709999999999999,0.458,0.385,0.278,0.0,25.18032786885246
3211,17,1,0.767,0.24,0.15,0.083,0.294,0.233,0.404,0.507,0.426,0.269,0.348,0.28800000000000003,17.08974358974359
3212,18,1,0.799,0.263,0.168,0.179,0.189,0.201,0.457,0.5429999999999999,0.393,0.387,0.46,0.321,29.326923076923077
3213,19,1,0.81,0.257,0.227,0.19,0.136,0.19,0.441,0.585,0.339,0.448,0.333,0.354,30.195652173913043
3214,20,1,0.6729999999999999,0.398,0.187,0.056,0.032,0.327,0.535,0.647,0.438,0.263,0.182,0.259,24.88235294117647
3215,4,3,0.968,0.365,0.11,0.163,0.33,0.032,0.392,0.534,0.387,0.37,0.247,0.444,19.0
3223,8,2,0.85,0.259,0.121,0.152,0.318,0.15,0.455,0.607,0.376,0.341,0.415,0.28800000000000003,34.6
3224,9,3,0.835,0.26,0.098,0.17800000000000002,0.299,0.165,0.486,0.677,0.397,0.405,0.398,0.422,38.986486486486484
3225,10,3,0.79,0.245,0.107,0.203,0.235,0.21,0.506,0.703,0.444,0.445,0.38,0.365,39.5
3226,11,3,0.731,0.162,0.113,0.16,0.29600000000000004,0.269,0.504,0.795,0.414,0.439,0.413,0.35,38.94871794871795
3227,12,3,0.735,0.213,0.157,0.184,0.182,0.265,0.535,0.7390000000000001,0.448,0.424,0.483,0.387,38.57575757575758
3228,13,3,0.767,0.22,0.166,0.195,0.18600000000000005,0.233,0.539,0.737,0.471,0.475,0.4320000000000001,0.416,38.50617283950617
3229,14,3,0.7090000000000001,0.223,0.15,0.191,0.145,0.29100000000000004,0.5489999999999999,0.7979999999999999,0.417,0.441,0.445,0.391,38.54320987654321
3230,15,3,0.66,0.206,0.109,0.184,0.161,0.34,0.565,0.802,0.412,0.535,0.4,0.403,33.81481481481482
3231,16,3,0.652,0.212,0.098,0.182,0.161,0.348,0.569,0.737,0.4370000000000001,0.542,0.455,0.387,35.80555555555556
3232,17,4,0.696,0.267,0.116,0.161,0.152,0.304,0.608,0.7959999999999999,0.487,0.43,0.5579999999999999,0.375,33.38709677419355
3233,18,3,0.662,0.179,0.096,0.201,0.185,0.338,0.565,0.758,0.513,0.4920000000000001,0.487,0.419,34.19117647058823
3234,19,3,0.7190000000000001,0.189,0.106,0.238,0.187,0.281,0.5870000000000001,0.752,0.541,0.517,0.535,0.353,34.64102564102564
3236,12,1,0.833,0.438,0.208,0.063,0.125,0.16699999999999998,0.45,0.5710000000000001,0.4,0.0,0.333,0.125,20.0
3237,98,2,0.737,0.189,0.166,0.206,0.177,0.263,0.457,0.606,0.31,0.361,0.5479999999999999,0.348,13.023809523809524
3239,97,5,0.968,0.293,0.35700000000000004,0.274,0.038,0.032,0.388,0.391,0.518,0.233,0.333,0.0,12.026315789473685
3241,15,3,0.607,0.28,0.112,0.051,0.16399999999999998,0.393,0.415,0.5670000000000001,0.292,0.545,0.2,0.262,16.58974358974359
3244,12,2,0.899,0.382,0.16899999999999998,0.056,0.292,0.101,0.463,0.588,0.267,0.2,0.462,0.0,16.5
3247,5,2,0.952,0.524,0.14300000000000002,0.048,0.238,0.048,0.55,0.727,0.667,0.0,0.2,0.0,27.0
3249,17,3,0.158,0.105,0.0,0.053,0.0,0.8420000000000001,0.667,1.0,,0.0,,0.25,12.4
3253,97,1,0.893,0.409,0.159,0.156,0.16899999999999998,0.107,0.407,0.463,0.435,0.262,0.379,0.19,19.65714285714286
3256,97,3,0.8059999999999999,0.249,0.059,0.131,0.3670000000000001,0.194,0.425,0.491,0.444,0.317,0.417,0.281,23.59016393442623
3257,98,2,0.838,0.218,0.16399999999999998,0.132,0.32299999999999995,0.162,0.46,0.716,0.32,0.306,0.421,0.333,24.296296296296298
3263,97,1,0.765,0.29,0.038,0.08199999999999999,0.355,0.235,0.386,0.358,0.429,0.333,0.415,0.349,14.90625
3264,98,2,0.909,0.206,0.079,0.115,0.509,0.091,0.34,0.294,0.154,0.263,0.405,0.4,12.487179487179487
3265,98,2,0.8959999999999999,0.198,0.066,0.113,0.519,0.104,0.34700000000000003,0.28600000000000003,0.14300000000000002,0.333,0.4,0.364,13.037037037037036
3267,1,2,0.888,0.147,0.129,0.129,0.482,0.112,0.338,0.4,0.136,0.273,0.39,0.263,13.782608695652174
3270,97,2,0.617,0.343,0.044,0.081,0.149,0.383,0.392,0.459,0.545,0.3,0.243,0.284,13.67741935483871
3271,97,1,0.7659999999999999,0.36,0.091,0.107,0.208,0.234,0.504,0.64,0.393,0.364,0.391,0.278,13.207317073170731
3272,98,1,0.773,0.266,0.11,0.145,0.252,0.227,0.451,0.507,0.421,0.44,0.412,0.407,21.048780487804876
3273,99,1,0.841,0.236,0.162,0.16899999999999998,0.274,0.159,0.451,0.581,0.255,0.453,0.453,0.42,20.76
3274,0,1,0.759,0.138,0.068,0.136,0.416,0.241,0.434,0.505,0.435,0.293,0.456,0.368,25.5609756097561
3275,1,2,0.601,0.135,0.104,0.104,0.259,0.399,0.389,0.5379999999999999,0.3,0.35700000000000004,0.36,0.398,29.585365853658537
3276,2,1,0.669,0.194,0.13699999999999998,0.12,0.217,0.331,0.385,0.529,0.417,0.238,0.316,0.241,15.615384615384615
3277,3,1,0.463,0.14300000000000002,0.062,0.064,0.194,0.537,0.45,0.578,0.41,0.4,0.385,0.389,27.353658536585368
3278,4,1,0.639,0.215,0.084,0.104,0.235,0.361,0.396,0.443,0.447,0.255,0.396,0.319,21.746268656716417
3279,4,1,0.579,0.203,0.099,0.079,0.198,0.421,0.444,0.512,0.5,0.313,0.4,0.329,22.12121212121212
3280,4,1,0.687,0.225,0.07200000000000001,0.124,0.265,0.313,0.363,0.393,0.389,0.226,0.394,0.308,21.38235294117647
3281,5,1,0.746,0.18,0.049,0.081,0.435,0.254,0.444,0.507,0.25,0.424,0.443,0.262,19.2972972972973
3282,6,1,0.5920000000000001,0.117,0.068,0.049,0.359,0.408,0.344,0.417,0.28600000000000003,0.2,0.35100000000000003,0.31,12.3125
3284,6,1,0.5579999999999999,0.116,0.058,0.035,0.349,0.442,0.375,0.5,0.2,0.0,0.4,0.316,14.842105263157896
3290,5,5,0.995,0.385,0.253,0.253,0.104,0.005,0.436,0.5,0.326,0.37,0.632,0.0,17.428571428571427
3291,97,3,0.511,0.309,0.111,0.063,0.027000000000000003,0.489,0.5720000000000001,0.691,0.446,0.297,0.375,0.42,34.44871794871795
3292,98,3,0.586,0.307,0.116,0.07,0.092,0.414,0.5660000000000001,0.7070000000000001,0.321,0.531,0.429,0.29100000000000004,27.232876712328768
3293,99,2,0.677,0.375,0.136,0.045,0.121,0.32299999999999995,0.518,0.629,0.4,0.333,0.375,0.374,27.46808510638298
3294,0,3,0.593,0.241,0.125,0.08800000000000001,0.14,0.407,0.446,0.5,0.386,0.4,0.438,0.398,28.063291139240505
3295,1,2,0.593,0.297,0.102,0.08900000000000001,0.106,0.407,0.466,0.507,0.32,0.409,0.5379999999999999,0.36,22.147058823529413
3298,19,4,0.6,0.253,0.211,0.07400000000000001,0.063,0.4,0.386,0.542,0.2,0.429,0.333,0.447,13.631578947368421
3299,19,4,0.6,0.1,0.3,0.0,0.2,0.4,0.333,1.0,0.0,,0.5,0.5,12.5
3300,19,4,0.6,0.271,0.2,0.08199999999999999,0.047,0.4,0.392,0.522,0.235,0.429,0.25,0.441,13.764705882352942
3302,10,2,0.638,0.196,0.078,0.063,0.301,0.362,0.441,0.648,0.457,0.35700000000000004,0.319,0.395,18.210526315789473
3303,11,2,0.695,0.136,0.139,0.091,0.33,0.305,0.406,0.444,0.309,0.472,0.412,0.397,19.048387096774192
3304,12,2,0.642,0.142,0.099,0.063,0.338,0.358,0.448,0.628,0.3,0.316,0.441,0.324,19.07843137254902
3305,13,2,0.546,0.142,0.085,0.078,0.242,0.454,0.457,0.613,0.267,0.293,0.484,0.392,21.294871794871796
3306,13,2,0.513,0.151,0.08,0.065,0.21600000000000005,0.487,0.392,0.6,0.188,0.231,0.3720000000000001,0.423,16.9
3307,13,2,0.5670000000000001,0.136,0.08800000000000001,0.085,0.258,0.433,0.4920000000000001,0.622,0.31,0.321,0.541,0.371,25.92105263157895
3309,15,2,0.606,0.16,0.057,0.075,0.313,0.394,0.439,0.616,0.28600000000000003,0.37,0.394,0.37,25.76923076923077
3310,16,2,0.522,0.123,0.045,0.061,0.294,0.478,0.416,0.609,0.32,0.353,0.364,0.358,21.25
3311,17,2,0.29,0.047,0.016,0.023,0.204,0.71,0.509,0.846,0.444,0.154,0.478,0.378,24.193548387096776
3312,18,2,0.173,0.077,0.026,0.017,0.053,0.8270000000000001,0.479,0.648,0.278,0.333,0.378,0.392,26.506493506493506
3313,19,2,0.18600000000000005,0.07200000000000001,0.068,0.015,0.031,0.8140000000000001,0.541,0.758,0.452,0.429,0.28600000000000003,0.371,24.471698113207548
3314,19,2,0.158,0.071,0.043,0.016,0.027000000000000003,0.8420000000000001,0.414,0.5379999999999999,0.5,0.333,0.0,0.368,21.32
3315,19,2,0.205,0.073,0.084,0.015,0.033,0.795,0.607,0.9,0.435,0.5,0.444,0.373,27.285714285714285
3316,20,2,0.17800000000000002,0.046,0.029,0.006,0.098,0.8220000000000001,0.355,0.75,0.0,1.0,0.235,0.35,15.5
3317,97,3,0.728,0.375,0.069,0.099,0.185,0.272,0.456,0.552,0.375,0.28300000000000003,0.384,0.333,35.717948717948715
3318,98,3,0.703,0.182,0.109,0.145,0.267,0.297,0.413,0.491,0.424,0.364,0.383,0.378,28.11111111111111
3319,99,3,0.765,0.256,0.122,0.08900000000000001,0.298,0.235,0.436,0.5379999999999999,0.419,0.267,0.404,0.328,30.18
3320,0,3,0.6509999999999999,0.208,0.16,0.028,0.255,0.349,0.362,0.409,0.294,0.0,0.407,0.35100000000000003,20.57894736842105
3321,1,3,0.619,0.257,0.121,0.059,0.183,0.381,0.438,0.563,0.171,0.5,0.419,0.426,23.634615384615383
3322,97,3,0.541,0.151,0.029,0.05,0.312,0.459,0.457,0.534,0.6970000000000001,0.368,0.412,0.364,35.853658536585364
3323,98,3,0.609,0.13699999999999998,0.036000000000000004,0.084,0.349,0.391,0.519,0.594,0.52,0.39,0.52,0.464,24.544303797468356
3324,99,3,0.451,0.099,0.051,0.048,0.253,0.5489999999999999,0.449,0.564,0.55,0.368,0.4,0.433,25.666666666666668
3325,0,2,0.371,0.069,0.019,0.094,0.189,0.629,0.4920000000000001,0.818,0.667,0.4,0.4,0.37,13.428571428571429
3326,0,2,0.35600000000000004,0.08900000000000001,0.02,0.079,0.168,0.644,0.667,0.889,1.0,0.625,0.529,0.354,18.0
3328,98,3,0.964,0.649,0.198,0.045,0.07200000000000001,0.036000000000000004,0.579,0.625,0.636,0.2,0.25,0.0,12.74074074074074
3329,97,4,0.745,0.257,0.182,0.182,0.122,0.255,0.464,0.513,0.53,0.395,0.363,0.3670000000000001,36.4
3330,98,3,0.8,0.195,0.127,0.165,0.314,0.2,0.438,0.5920000000000001,0.469,0.28300000000000003,0.411,0.284,33.88157894736842
3331,99,4,0.974,0.205,0.163,0.237,0.368,0.026,0.4270000000000001,0.667,0.29,0.311,0.429,0.2,26.95
3332,0,4,0.955,0.218,0.177,0.263,0.3,0.045,0.465,0.634,0.4270000000000001,0.361,0.453,0.14300000000000002,22.56896551724138
3333,1,4,0.966,0.341,0.224,0.139,0.262,0.034,0.469,0.68,0.403,0.326,0.327,0.318,23.75609756097561
3334,2,3,0.726,0.19,0.16399999999999998,0.126,0.246,0.274,0.46,0.616,0.4320000000000001,0.35100000000000003,0.414,0.306,25.515151515151516
3335,3,4,0.5920000000000001,0.172,0.107,0.115,0.198,0.408,0.471,0.622,0.5,0.4,0.365,0.252,14.254545454545454
3336,6,2,0.742,0.34,0.17600000000000002,0.085,0.142,0.258,0.441,0.565,0.321,0.444,0.289,0.341,18.081632653061224
3337,7,2,0.858,0.386,0.128,0.095,0.25,0.142,0.509,0.679,0.364,0.32299999999999995,0.389,0.273,34.25974025974026
3338,8,2,0.958,0.426,0.11,0.092,0.329,0.042,0.545,0.675,0.43,0.46,0.438,0.231,37.91358024691358
3339,9,2,0.94,0.3,0.133,0.1,0.407,0.06,0.46,0.636,0.439,0.326,0.371,0.308,35.68
3340,10,2,0.838,0.33,0.129,0.095,0.284,0.162,0.47,0.623,0.331,0.396,0.381,0.338,41.359375
3341,11,2,0.765,0.24,0.133,0.091,0.3,0.235,0.478,0.703,0.377,0.322,0.39,0.361,40.3375
3342,12,2,0.807,0.253,0.124,0.129,0.301,0.193,0.462,0.631,0.341,0.455,0.374,0.308,36.55172413793103
3343,12,2,0.778,0.237,0.118,0.125,0.298,0.222,0.465,0.623,0.349,0.489,0.376,0.321,36.891891891891895
3344,12,2,0.866,0.28600000000000003,0.13699999999999998,0.13699999999999998,0.307,0.134,0.457,0.6459999999999999,0.326,0.391,0.369,0.267,35.95238095238095
3345,13,2,0.772,0.28600000000000003,0.132,0.119,0.235,0.228,0.454,0.624,0.32299999999999995,0.386,0.355,0.287,37.51219512195122
3346,14,2,0.836,0.317,0.16,0.103,0.257,0.16399999999999998,0.474,0.615,0.377,0.409,0.387,0.33,36.86585365853659
3347,15,2,0.79,0.249,0.145,0.09,0.306,0.21,0.487,0.626,0.391,0.418,0.439,0.285,33.7375
3348,16,2,0.7240000000000001,0.236,0.08800000000000001,0.109,0.292,0.276,0.472,0.593,0.478,0.441,0.383,0.309,33.75308641975309
3349,17,2,0.758,0.262,0.151,0.086,0.259,0.242,0.483,0.616,0.5,0.417,0.361,0.319,27.0
3350,97,4,1.0,0.875,0.063,0.063,0.0,0.0,0.375,0.35700000000000004,1.0,0.0,,,20.833333333333332
3351,98,4,1.0,0.629,0.3,0.071,0.0,0.0,0.5710000000000001,0.568,0.524,0.8,,,13.545454545454545
3354,4,5,0.995,0.382,0.151,0.191,0.271,0.005,0.475,0.632,0.4,0.316,0.407,0.0,14.112903225806452
3355,5,5,0.986,0.38,0.125,0.153,0.329,0.014,0.469,0.6829999999999999,0.37,0.242,0.366,0.333,14.014925373134329
3356,6,5,0.982,0.394,0.07400000000000001,0.123,0.391,0.018000000000000002,0.5379999999999999,0.679,0.476,0.343,0.468,0.2,21.930555555555557
3357,7,5,0.993,0.493,0.181,0.16,0.16,0.006999999999999999,0.514,0.6829999999999999,0.294,0.444,0.311,0.0,19.02857142857143
3358,8,5,0.996,0.254,0.14800000000000002,0.25,0.343,0.004,0.391,0.517,0.343,0.305,0.383,0.0,12.904761904761905
3359,8,5,1.0,0.318,0.142,0.257,0.284,0.0,0.419,0.532,0.333,0.289,0.452,,13.024390243902438
3360,8,5,0.989,0.14800000000000002,0.159,0.239,0.443,0.011,0.345,0.462,0.35700000000000004,0.333,0.308,0.0,12.681818181818182
3361,9,5,0.976,0.503,0.053,0.189,0.231,0.024,0.4970000000000001,0.588,0.444,0.438,0.359,0.25,16.559322033898304
3367,3,5,1.0,0.468,0.376,0.124,0.032,0.0,0.495,0.609,0.429,0.348,0.16699999999999998,,15.423076923076923
3368,4,4,0.993,0.327,0.431,0.17,0.065,0.006999999999999999,0.434,0.58,0.394,0.34600000000000003,0.2,0.0,12.142857142857142
3369,5,4,1.0,0.302,0.508,0.112,0.078,0.0,0.4320000000000001,0.604,0.386,0.28800000000000003,0.268,,20.873417721518987
3370,6,4,0.995,0.313,0.593,0.054000000000000006,0.035,0.005,0.511,0.594,0.496,0.348,0.267,0.0,23.649122807017545
3375,9,5,1.0,0.4320000000000001,0.274,0.221,0.07400000000000001,0.0,0.389,0.561,0.192,0.28600000000000003,0.429,,12.03225806451613
3376,11,5,1.0,0.588,0.275,0.078,0.059,0.0,0.5489999999999999,0.667,0.429,0.25,0.333,,12.2
3377,14,5,1.0,0.16699999999999998,0.833,0.0,0.0,0.0,0.5,1.0,0.4,,,,13.5
3378,17,5,0.772,0.324,0.191,0.17,0.086,0.228,0.495,0.64,0.366,0.37,0.486,0.3670000000000001,25.35483870967742
3379,18,5,0.797,0.293,0.17600000000000002,0.22,0.106,0.203,0.527,0.728,0.387,0.431,0.42,0.308,30.349206349206348
3380,19,5,0.7809999999999999,0.345,0.209,0.13699999999999998,0.09,0.219,0.535,0.7290000000000001,0.404,0.366,0.35200000000000004,0.3,33.65625
3381,20,5,0.77,0.248,0.187,0.195,0.14,0.23,0.511,0.718,0.473,0.394,0.35700000000000004,0.348,30.204545454545453
3385,15,3,0.615,0.3720000000000001,0.105,0.024,0.113,0.385,0.461,0.5870000000000001,0.269,0.333,0.25,0.326,16.951612903225808
3386,16,3,0.487,0.3720000000000001,0.044,0.009000000000000001,0.062,0.513,0.509,0.595,0.2,0.0,0.28600000000000003,0.448,14.954545454545455
3389,16,3,0.5,0.39,0.05,0.01,0.05,0.5,0.52,0.59,0.2,0.0,0.4,0.48,31.333333333333332
3390,17,3,0.573,0.421,0.075,0.012,0.065,0.4270000000000001,0.516,0.6,0.25,0.5,0.28600000000000003,0.3720000000000001,23.453125
3391,18,3,0.602,0.349,0.12,0.07,0.063,0.398,0.5670000000000001,0.716,0.261,0.519,0.375,0.333,22.27777777777778
3392,18,3,0.622,0.365,0.099,0.086,0.07200000000000001,0.378,0.565,0.716,0.273,0.421,0.375,0.35700000000000004,23.4
3393,18,3,0.574,0.327,0.14800000000000002,0.049,0.049,0.426,0.57,0.7170000000000001,0.25,0.75,0.375,0.304,20.40740740740741
3394,19,3,0.469,0.3670000000000001,0.075,0.017,0.01,0.531,0.601,0.667,0.364,0.4,0.333,0.353,21.20689655172414
3395,19,3,0.431,0.355,0.071,0.0,0.005,0.569,0.659,0.7070000000000001,0.4,,1.0,0.3670000000000001,23.725
3396,19,3,0.5660000000000001,0.398,0.084,0.06,0.024,0.434,0.489,0.5760000000000001,0.28600000000000003,0.4,0.0,0.306,15.61111111111111
3397,20,3,0.527,0.374,0.08800000000000001,0.034,0.031,0.473,0.523,0.655,0.192,0.1,0.333,0.338,17.262295081967213
3398,20,3,0.531,0.381,0.097,0.027000000000000003,0.027000000000000003,0.469,0.525,0.6509999999999999,0.182,0.0,0.5,0.349,15.83673469387755
3399,20,3,0.515,0.353,0.059,0.059,0.044,0.485,0.514,0.667,0.25,0.25,0.0,0.303,23.083333333333332
3400,15,1,0.701,0.306,0.181,0.09,0.125,0.299,0.396,0.455,0.34600000000000003,0.462,0.278,0.279,12.454545454545455
3402,15,1,0.6990000000000001,0.317,0.163,0.08900000000000001,0.13,0.301,0.384,0.436,0.25,0.545,0.313,0.27,14.12
3403,16,1,0.7909999999999999,0.38,0.14400000000000002,0.187,0.08,0.209,0.48,0.563,0.29600000000000004,0.486,0.4,0.333,14.217391304347826
3406,17,1,0.625,0.319,0.153,0.097,0.056,0.375,0.489,0.522,0.5,0.35700000000000004,0.5,0.389,17.818181818181817
3407,18,1,0.75,0.384,0.192,0.063,0.112,0.25,0.476,0.57,0.395,0.14300000000000002,0.48,0.25,12.648148148148149
3408,11,5,1.0,0.775,0.198,0.018000000000000002,0.009000000000000001,0.0,0.5589999999999999,0.628,0.318,0.0,1.0,,14.512195121951219
3409,11,5,1.0,0.8140000000000001,0.165,0.01,0.01,0.0,0.598,0.6579999999999999,0.313,0.0,1.0,,14.35135135135135
3410,11,5,1.0,0.5,0.429,0.071,0.0,0.0,0.28600000000000003,0.28600000000000003,0.333,0.0,,,16.0
3412,0,5,1.0,0.556,0.389,0.056,0.0,0.0,0.528,0.625,0.429,0.25,,,12.03225806451613
3413,1,5,1.0,0.76,0.175,0.05,0.015,0.0,0.46,0.52,0.257,0.4,0.0,,17.986486486486488
3419,98,3,0.721,0.154,0.077,0.141,0.349,0.279,0.418,0.375,0.5,0.273,0.477,0.333,12.402777777777779
3420,98,3,0.782,0.155,0.107,0.18,0.34,0.218,0.404,0.406,0.455,0.243,0.471,0.267,12.75
3425,18,1,0.787,0.277,0.194,0.095,0.217,0.213,0.3720000000000001,0.457,0.265,0.583,0.273,0.278,16.208333333333332
3429,18,1,0.787,0.277,0.194,0.095,0.217,0.213,0.3720000000000001,0.457,0.265,0.583,0.273,0.278,16.208333333333332
3436,14,3,0.994,0.458,0.16,0.114,0.262,0.006,0.53,0.7040000000000001,0.434,0.421,0.333,0.0,18.318181818181817
3441,5,2,0.78,0.35100000000000003,0.126,0.107,0.196,0.22,0.474,0.588,0.426,0.4,0.342,0.329,18.96923076923077
3442,6,2,0.66,0.32,0.05,0.126,0.16399999999999998,0.34,0.493,0.642,0.412,0.326,0.35700000000000004,0.371,14.2375
3443,7,2,0.755,0.327,0.114,0.138,0.175,0.245,0.455,0.531,0.419,0.373,0.4,0.361,22.789473684210527
3444,8,2,0.617,0.42,0.053,0.068,0.075,0.383,0.539,0.62,0.414,0.459,0.244,0.388,22.933333333333334
3445,8,2,0.75,0.35700000000000004,0.107,0.14300000000000002,0.14300000000000002,0.25,0.381,0.5,0.333,0.5,0.0,0.14300000000000002,13.714285714285714
3446,8,2,0.609,0.424,0.05,0.064,0.07200000000000001,0.391,0.5489999999999999,0.626,0.423,0.455,0.27,0.396,23.88235294117647
3447,9,3,0.485,0.261,0.054000000000000006,0.041,0.129,0.515,0.47,0.563,0.34600000000000003,0.5,0.32299999999999995,0.395,23.0
3448,10,3,0.57,0.303,0.033,0.099,0.135,0.43,0.527,0.622,0.615,0.359,0.415,0.337,16.670886075949365
3449,11,3,0.606,0.259,0.061,0.097,0.189,0.394,0.475,0.573,0.269,0.561,0.363,0.329,21.21917808219178
3450,11,3,0.557,0.224,0.06,0.075,0.199,0.443,0.455,0.5329999999999999,0.25,0.467,0.425,0.315,17.80851063829787
3451,11,3,0.65,0.29100000000000004,0.063,0.117,0.179,0.35,0.49,0.6,0.28600000000000003,0.615,0.3,0.34600000000000003,27.384615384615383
3452,12,3,0.598,0.17,0.08,0.14300000000000002,0.205,0.402,0.418,0.579,0.222,0.313,0.435,0.378,14.291666666666666
3453,3,4,1.0,0.629,0.2,0.086,0.086,0.0,0.471,0.58,0.14300000000000002,0.583,0.333,,20.37313432835821
3454,4,4,0.982,0.691,0.17,0.055,0.067,0.018000000000000002,0.414,0.518,0.179,0.111,0.182,0.0,17.066666666666666
3455,5,4,0.993,0.731,0.182,0.058,0.022,0.006999999999999999,0.48,0.547,0.34,0.188,0.16699999999999998,0.0,23.810126582278482
3456,6,4,0.996,0.627,0.254,0.052000000000000005,0.063,0.004,0.491,0.5479999999999999,0.397,0.28600000000000003,0.471,0.0,20.791044776119403
3457,6,4,0.994,0.613,0.289,0.04,0.052000000000000005,0.006,0.512,0.5660000000000001,0.42,0.429,0.444,0.0,19.21951219512195
3458,6,4,1.0,0.653,0.189,0.07400000000000001,0.084,0.0,0.453,0.516,0.333,0.14300000000000002,0.5,,23.26923076923077
3459,7,4,1.0,0.758,0.14400000000000002,0.047,0.051,0.0,0.544,0.589,0.387,0.6,0.273,,17.075757575757574
3460,8,4,0.997,0.725,0.194,0.032,0.046,0.003,0.438,0.494,0.328,0.273,0.125,1.0,23.19753086419753
3461,9,4,0.994,0.831,0.152,0.0,0.011,0.006,0.446,0.439,0.519,,0.0,0.0,14.39240506329114
3463,11,4,0.99,0.6890000000000001,0.214,0.029,0.058,0.01,0.412,0.507,0.182,0.333,0.16699999999999998,0.0,26.6
3464,12,4,1.0,0.6940000000000001,0.264,0.028,0.014,0.0,0.472,0.6,0.158,0.5,0.0,,13.767857142857142
3465,13,4,1.0,0.6970000000000001,0.249,0.034,0.019,0.0,0.479,0.544,0.338,0.222,0.4,,24.5875
3466,14,4,1.0,0.5870000000000001,0.373,0.013,0.027000000000000003,0.0,0.473,0.591,0.339,0.0,0.0,,16.64814814814815
3467,14,4,1.0,0.6609999999999999,0.305,0.017,0.017,0.0,0.39,0.487,0.222,0.0,0.0,,13.3
3468,14,4,1.0,0.5379999999999999,0.418,0.011,0.033,0.0,0.527,0.6729999999999999,0.395,0.0,0.0,,20.833333333333332
3469,15,4,0.985,0.555,0.387,0.036000000000000004,0.006999999999999999,0.015,0.43,0.5920000000000001,0.226,0.0,1.0,0.0,16.25531914893617
3470,10,2,0.879,0.512,0.129,0.041,0.197,0.121,0.485,0.591,0.34,0.396,0.326,0.255,37.18055555555556
3471,11,2,0.841,0.308,0.257,0.061,0.215,0.159,0.4320000000000001,0.624,0.304,0.368,0.328,0.29100000000000004,36.96491228070175
3472,12,2,0.89,0.4370000000000001,0.219,0.048,0.187,0.11,0.484,0.654,0.34,0.256,0.315,0.202,34.317460317460316
3473,13,2,0.826,0.469,0.19,0.021,0.146,0.174,0.508,0.6409999999999999,0.331,0.313,0.339,0.338,31.015384615384615
3474,14,3,0.894,0.565,0.211,0.037000000000000005,0.081,0.106,0.461,0.544,0.354,0.273,0.247,0.221,28.166666666666668
3475,15,2,0.805,0.537,0.135,0.023,0.11,0.195,0.482,0.5579999999999999,0.28,0.333,0.391,0.304,34.050632911392405
3476,16,2,0.7290000000000001,0.513,0.07,0.016,0.127,0.271,0.45,0.509,0.227,0.0,0.4,0.388,30.6
3477,17,3,0.6809999999999999,0.395,0.154,0.024,0.108,0.319,0.429,0.514,0.316,0.333,0.3,0.35600000000000004,19.7
3478,17,3,0.6920000000000001,0.445,0.123,0.013,0.11,0.308,0.446,0.535,0.214,0.333,0.36,0.3,18.23076923076923
3479,17,3,0.664,0.315,0.203,0.042,0.105,0.336,0.4,0.467,0.414,0.333,0.2,0.438,22.428571428571427
3480,18,1,0.6459999999999999,0.412,0.121,0.01,0.104,0.354,0.482,0.544,0.35700000000000004,0.25,0.405,0.399,30.903846153846153
3481,19,2,0.6729999999999999,0.388,0.138,0.015,0.132,0.327,0.405,0.4920000000000001,0.253,0.4,0.31,0.35600000000000004,20.318840579710145
3482,6,2,0.6940000000000001,0.247,0.039,0.078,0.329,0.306,0.424,0.524,0.3,0.35,0.381,0.282,14.712121212121213
3484,97,5,0.993,0.34700000000000003,0.268,0.27,0.107,0.006999999999999999,0.49,0.541,0.539,0.41,0.403,0.222,37.01282051282051
3485,98,5,0.995,0.233,0.342,0.365,0.055,0.005,0.506,0.596,0.507,0.435,0.591,0.0,32.61538461538461
3486,99,5,0.996,0.262,0.393,0.254,0.08800000000000001,0.004,0.436,0.584,0.3720000000000001,0.382,0.44,0.0,34.21052631578947
3487,0,5,0.997,0.335,0.307,0.297,0.058,0.003,0.467,0.581,0.433,0.391,0.378,0.0,32.82258064516129
3488,1,5,0.997,0.298,0.35100000000000003,0.243,0.105,0.003,0.431,0.564,0.375,0.361,0.403,0.0,26.670886075949365
3489,2,5,0.997,0.33,0.273,0.243,0.15,0.003,0.446,0.655,0.341,0.321,0.38,0.0,13.861538461538462
